startup_id,name,website,city,country,region,primary_industry,industry_tags,industry_raw,description,founded_year,funding_usd,funding_raw,revenue_usd,revenue_raw,funding_stage,last_round_raw,team_size_min,team_size_max,team_size_category,team_size_raw,founders_list,investors_list
S2240,Minimum (carbon offsetting company),https://www.minimum.com/,London,United Kingdom,Europe,SaaS/Software,SaaS/Software | Fintech | E-Commerce/Retail,"Software as a service (SaaS), Mobile Devices, Financial technology, Consumer behaviour, Biometrics, Facial recognition",i Proov is a user authentication technology company based in London.,,140000000.0,$140.0M,,,Seed,Seed,,,,,iProov,
S2241,Infobip,https://www.infobip.com/,London,United Kingdom,Europe,SaaS/Software,SaaS/Software | Telecom,"Communications platform as a service, Telecommunications, Enterprise software",Infobip is a service provider for cloud-based mobile services.,2006.0,504600000.0,$504.6M,,,Bridge Round,Bridge,,,,,Ana Maria Escobar | Izabel Jelenic | Silvio Kutic,
S2242,Elvie,https://www.elvie.com/,London,United Kingdom,Europe,Robotics/Hardware,Robotics/Hardware,"Consumer electronics, Femtech, Lifestyle",Elvie is a London-based consumer electronics company making sexual health and pregnancy products for women.,2013.0,204200000.0,$204.2M,,,Series B,Series B,,,,,,
S2243,Crypto Quantique,https://www.cryptoquantique.com/,London,United Kingdom,Europe,SaaS/Software,SaaS/Software | Fintech,"Software development, Technology, Software",Crypto Quantique is a company that specializes in quantum cyber security.,2016.0,8000000.0,$8.0M,,,Seed,Seed,,,,,,
S2244,LabGenius,https://geniuschemical.com/,London,United Kingdom,Europe,Robotics/Hardware,Robotics/Hardware | AI/ML,"Automation, Machine learning, Artificial Intelligence (AI)","Synthetic biology company that uses AI, DNA synthesis, and robotics to discover biological molecules.",2012.0,101400000.0,$101.4M,,,Series B,Series B,,,,James,,Atomico
S2245,Rapyd,https://www.rapyd.net/,London,United Kingdom,Europe,E-Commerce/Retail,E-Commerce/Retail | Fintech,"E-commerce, Loan, Payment system",A financial technology company offering a mobile-first platform for payments through a single API and SDK.,2016.0,4099999999.9999995,$4.1B,,,Series E+,Series F,,,,,,
S2246,Prokarium,https://www.prokarium.com/,London,United Kingdom,Europe,Other,Other,"Medicine, Immunology, Deep Tech",Prokarium is a biopharmaceutical company focused on developing vaccination and cancer immunotherapy solutions based on synthetic biology.,2012.0,86600000.0,$86.6M,,,Series C,Series C,,,,,,
S2247,Mimecast,https://www.mimecast.com/,London,United Kingdom,Europe,Cybersecurity,Cybersecurity,"Encryption, Cybersecurity, Email Security",Mimecast is a London-based cybersecurity and email management platform company founded by Neil Murray and Peter Bauer.,2003.0,83000000.0,$83.0M,,,Seed,Angel,516.0,516.0,251-1000,516 employees,,
S2248,Streem,https://www.streem.com.au/,London,United Kingdom,Europe,Media/Entertainment,Media/Entertainment | AI/ML,"Augmented reality, Machine learning, Computer Vision",Artificial Intelligence company using Augmented Reality for collaborative professional services,2016.0,2900000.0,$2.9M,,,Seed,Angel,,,,,Sean Adkinson,
S2249,Artificial Labs,https://artificial.io/,London,United Kingdom,Europe,Insurance,Insurance | AI/ML,"Insurance Technology, Artificial Intelligence (AI), Insurance",Artificial Labs is the developer of a digital platform leveraging machine learning and APIs for insurers.,2013.0,63700000.0,$63.7M,,,Series B,Series B,,,,,Sign up to access our full database | Enter your email | get access to 71 | 000 + technology companies you can partner with. | Access 71k+ startups,
S2250,ElevenLabs.io,https://elevenlabs.io/,London,United Kingdom,Europe,AI/ML,AI/ML,AI,"Eleven Labs specializes in AI-driven voice synthesis, offering advanced text-to-speech (TTS) technology that creates ultra-realistic, human-like voices. Their platform allows users to generate, clone, and customize voices for various applications such as audiobooks, e-learning, dubbing, conversation...",2022.0,78900.0,$78.9k,,,Series D,Series D,,,,Sophie,,aaron nogueira
S2251,Swap,https://swap-commerce.com,London,United Kingdom,Europe,E-Commerce/Retail,E-Commerce/Retail,E-Commerce,"Swapis a series C company based in London(United Kingdom), founded in 2021. It operates as a Provider of return intelligence solutions for e-commerce businesses.Apr 30, 2024 ·Founded in 2022 by Sam Atkinson and Zach Bailet,Swapis the e-commerce operating system that manages all operat...",2022.0,40000000.0,$40M,,,Series C,Series C,,,,,Zach Bailet,DST Global
S2252,Sokin,https://sokin.com/,London,United Kingdom,Europe,Fintech,Fintech,Fintech,"Sokin, a London-based fintechstartup, has secured $31 million as part of a strategic investment from Morgan Stanley, the companies said Wednesday.Jan 28, 2026 ·Sokinwas founded in 2019 with a vision to remove borders, barriers and burdens associated with international payments.Jan 28...",2019.0,146000000.0,$146m,,,Debt Financing,Debt,,,,,,Oxford Finance
S2253,Tenpoint Therapeutics,https://www.tenpointtherapeutics.com/,London,United Kingdom,Europe,Healthcare/Biotech,Healthcare/Biotech,Biotech,Discover how innovative eye treatments from Tenpoint Therapeutics™ may help restore lens clarity and rejuvenate vision in aging eyes.,2020.0,150000000.0,$150m,7800000.0,$7.8M,Series B,Series B,,,,,,Hercules Capital
S2254,Synthesia.io,https://www.synthesia.io/,London,United Kingdom,Europe,AI/ML,AI/ML,AI,"Synthesia is the #1 rated AI video creation platform. Thousands of companies use it to create videos in 120 languages, saving up to 80% of their time and budget. 👉 Trusted by Accenture, BBC, Google, Amazon and more.",2017.0,200000000.0,$200M,,,Series E+,Series E,,,,Victor and Conrad,,MMC Ventures
S2255,Motorway,https://motorway.co.uk/,London,United Kingdom,Europe,SaaS/Software,SaaS/Software,Platform,Motorway is an online used car marketplace. It offers a selling platform for private car owners to sell their vehicle directly to car dealers. Motorway is based in Londonand Brighton in the UK.,2017.0,31500000.0,$31.5m,,,Series C,Series C,,,,Tom,Robin Klein | Marchmont Ventures,Trinity Capital
S2256,Dolomite Capital Advisors,https://www.dolomitecap.com/,London,United Kingdom,Europe,EdTech,EdTech,Education,"Dolomite Capital Advisors| 233 followers on Linked In.Dolomite Capital Advisorsis a Londonbased, private credit asset manager with a proven track record of delivering strong risk-adjusted returns across multiple market cycles.",2025.0,200000000.0,$200m,,,Debt Financing,Debt,4.0,4.0,1-10,4 employees,,Stable Asset Management
S2257,Basecamp Research,https://www.basecamp-research.com/,London,United Kingdom,Europe,AI/ML,AI/ML,AI,"Hidden within our planet's vast biodiversity are solutions to some of humanity's greatest challenges, with the potential to deliver sustainable food supplies, revolutionary manufacturing capabilities, and a new generation of medicines.

At Basecamp Research, we are building Base Discovery, a platfor...",2019.0,20000000.0,$20M,,,Series B,Series B,,,,,,NVentures - NVIDIA Venture Capital
S2258,Proxymity,https://www.proxymity.io/,London,United Kingdom,Europe,Fintech,Fintech,Fintech,"Proxymityis the leading digital investor communications platform. We connect issuers, intermediaries and investors in real time via our unique digital pathway, providing transparency, efficiency and accuracy throughout the ecosystem.Proxymitywas founded by Dean Little and Jonathan Smalley.",2017.0,146000000.0,$146M,,,Series C,Series C,,,,,Dean Little | Jonathan Smalley,Euroclear
S2259,Flagstone Group,https://flagstonefoods.com/,London,United Kingdom,Europe,SaaS/Software,SaaS/Software,Software,"Flagstone – the cash deposit platform – gives savers everything they need to manage, protect, and nurture their cash.

With a single application, savers can spread their deposits across hundreds of accounts, maximise their interest, and keep their cash secure.

Our platform is available to UK indivi...",2013.0,136200000.0,$136.2m,4980000.0,$4.98M,Series B,Series B,,,,,,Estancia Capital Partners
S2260,Automata.tech,https://www.automata.tech/,London,United Kingdom,Europe,Robotics/Hardware,Robotics/Hardware,Robotics,united kingdom. Automata Technologies 10 White Lion Street London N1 9PD. OFFICE HOURS. Monday-Friday 9:00am to 7:00pm. hello@automata.tech. united states.,2015.0,45000000.0,$45M,,,Series C,Series C,101.0,101.0,51-250,101 employees,,Dimension Capital
S2261,Lawhive,https://lawhive.co.uk/,London,United Kingdom,Europe,AI/ML,AI/ML,AI,Lawhiveprovides localUKsolicitors for half the cost of a law firm. Connect with licensed solicitors online. Use any computer or smartphone.,2021.0,60000000.0,$60M,,,Series B,Series B,,,,Pierre,,New Bearing
S2262,Thought Machine Group Ltd,https://www.thoughtmachine.net/,London,United Kingdom,Europe,Fintech,Fintech,Fintech,"Our team’s mission is a bold one – to create technology that can run the world’s banks according to the best designs and software practices of the modern age. In doing so, we will properly and permanently rid the world’s banks of the problems generated by poor technology running on legacy infrastruc...",2014.0,,,,,,,,,,Paul,,Eurazeo
S2263,Zepz,https://zepz.io/,London,United Kingdom,Europe,Fintech,Fintech,Payments/Fintech,"Investor Relations. if you would like to be kept up to date with news about Zepz, please fill in this form.",2010.0,205000000.0,$205m,478000000.0,$478M,,,,,,,,HSBC Innovation Banking
S2264,Raylo,https://www.raylo.com/,London,United Kingdom,Europe,Robotics/Hardware,Robotics/Hardware,IoT,"Rayloerabiltzaileak bertxiotu du.Startup Basecamp.Londonbasedstartup. @raylo. has pickedup£110m to grow its business, offering consumers access to new gadgets through short-term leases.",2019.0,49300000.0,$49.3m,,,Series A,Series A,200.0,200.0,51-250,200 employees,,NatWest Bank
S2265,Robin AI,https://robinai.com/,London,United Kingdom,Europe,AI/ML,AI/ML,AI,"Robin AI helps business all over the world to make contract simple. We believe in a world where law moves at the speed of business. By providing AI-powered technology to legal teams, we can help to provide high quality legal services that help teams to save time and money.

Our AI contract copilot h...",2019.0,61500000.0,$61.5M,,,Seed,Angel,,,,Richard and Lauren,,Willets
S2266,Veremark Ltd,https://www.veremark.com/,London,United Kingdom,Europe,Other,Other,PetTech,"Veremark is the world's first trust marketplace. We have created the for anyone to quickly verify the verify backgrounds and credentials of whoever they need be that employment or wealth management or a baby sitter.

We also provide a secure and trustworthy means for people to share their verified a...",2018.0,3000000.0,$3M,,,Series B,Series B,,,,"Angus, Daniel and Daniel",,Gresham House Ventures
S2267,Highview Power,https://highviewpower.com/,London,United Kingdom,Europe,CleanTech/Energy,CleanTech/Energy,CleanTech,Highview Power is a designer and developer of true long duration energy storage solutions for utilities and distributed power systems. The company’s proprietary technology uses liquid air as the storage medium and its custom designed Liquid Air Energy Storage (LAES) solutions can deliver anywhere fr...,2016.0,46000000.0,$46m,,,Series C,Series C,,,,Richard,,Sumitomo Heavy Industries
S2268,Wagestream,https://stream.co/,London,United Kingdom,Europe,Fintech,Fintech,Fintech,"Wagestream improves the financial wellbeing of 3 million frontline workers, with a workplace finance platform built around their pay.

Award-winning employers like Asda, Bupa, Crate & Barrel, Pizza Express and the NHS make money fairer and work more rewarding, by offering Wagestream as an employee b...",2018.0,441100000.0,$441.1m,94800000.0,$94.8M,Series D,Series D,,,,Peter,,CITIC Securities
S2269,Form3,https://www.form3.tech/,London,United Kingdom,Europe,Fintech,Fintech,Fintech,"Form3 develop payment technology. We offer a fully managed, payment technology platform for Financial Institutions as-a-Service.

Our vision is to be the worlds most trusted provider of payment technology.

We design, build and run the technology that powers the future of payments.

Historically, ba...",2016.0,31000000.0,$31m,,,Series C,Series C,,,,"Michael, Adam and Mike.",,Atempo Growth
S2270,TrueLayer Limited,https://truelayer.com/,London,United Kingdom,Europe,SaaS/Software,SaaS/Software,Software,"True Layer was co-founded by Francesco Simoneschi, a serial entrepreneur and investor, and Luca Martinetti, a Software Engineer with 10+ years of experience with a strong entrepreneurial background. They are both alumni of Tech Stars. Our COO Shefali Roy is a behavioural economist who has worked at ...",2016.0,50000000.0,$50M,3640000.0,$3.64M,Series E+,Series E,,,,"Francesco, Shefa and Vedika",Francesco Simoneschi,eBay Ventures
S2271,10x Banking,https://www.10xbanking.com/,London,United Kingdom,Europe,Fintech,Fintech,Banking/Fintech,"Proven across transformational deployments including ChaseUK, Old Mutual, West Brom Building Society, and Westpac, 10x Banking offers Retail, SME and Corporate/Commercial banks an accelerated, de-risked pathway to full cloud-native transformation.",2016.0,18900000.0,$18.9m,121900000.0,$121.9M,Series C,Series C,,,,James,Antony Jenkins,Nationwide Building Society
S2272,Scalable Capital,https://www.hvcapital.com/,London,United Kingdom,Europe,Fintech,Fintech,Fintech,"Scalable Capital is a European digital investment manager. It uses proprietary technology to offer portfolios which are dynamically optimised with a primary focus on risk management. This state-of-the-art technology enables the company to offer a first class investment service, previously only avail...",2014.0,556060000.0,$556.06M,,,,,,,,Adam and Adam,,Sofina
S2273,Fnality,https://fnality.com/,London,United Kingdom,Europe,Fintech,Fintech,Payments/Fintech,"Fnality is defining the future of payments for banks and businesses,fully backed by funds held at central bank.",2019.0,136000000.0,$136M,13000000.0,$13M,Series C,Series C,,,,,,BNP Paribas
S2274,CityFibre,https://cityfibre.com/,London,United Kingdom,Europe,Telecom,Telecom,Telecom,"City Fibre is an independent British telecommunications network provider, providing gigabit-capable FTTP broadband across the UK. They are the third-largest ...",2011.0,,,,,,,,,,,,Goldman Sachs Alternatives
S2275,Equitix,https://equitixinvesting.com/,London,United Kingdom,Europe,EdTech,EdTech,Education,"Equitixwill provide a concise outline of the company's opportunities, and quickly grasp the company's goals for optimizing asset management.",2007.0,1600000000.0,$1.6b,,,Debt Financing,Debt,,,,,,Hunter Point Capital
S2276,Ascendx Cloud,https://ascendx.cloud/,London,United Kingdom,Europe,SaaS/Software,SaaS/Software,SaaS,"London-based Ascendx Cloud, a provider of enterprise-grade CRM SaaS solutions, has announced it has raised €97 million in funding, to scale its portfolio of CRM apps and expand the team in the US to help more enterprise companies leverage their CRM data as they embrace AI.",2023.0,46700000.0,$46.7m,,,Series C,Series C,,,,,,Osprey Investors
S2277,Tessl,https://tessl.io/,London,United Kingdom,Europe,SaaS/Software,SaaS/Software,Software,"Tessl helps teams build AI-native software by giving coding agents structured, versioned context. Ship AI-powered systems that hold up in real codebases.",2024.0,125000000.0,$125M,,,Series A,Series A,,,,Guy,Guy Podjarny,Boldstart Ventures
S2278,PhysicsX,https://www.physicsx.ai/,London,United Kingdom,Europe,AI/ML,AI/ML,AI,"26 Jun 2025—PhysicsX, a London-based startup applying cutting-edge AI to solve some of the toughest challenges in industrial engineering, has raised $135 million in a ...",2019.0,135000000.0,$135M,,,Series B,Series B,,,,,,Radius Capital
S2279,Apron,https://getapron.com/,London,United Kingdom,Europe,Fintech,Fintech,Payments/Fintech,"At Apron we are closing the gap by digitising and simplifying the payments process. Whether capturing invoices, enabling collaboration for approvals, or combining long lists of invoices into one simple batch pay solution, Apron is your Powertool for Payments.",2021.0,50500000.0,$50.5M,,,Series B,Series B,,,,Andrei,,Visionaries Club
S2280,ID5.io,https://dev-id5-io.cleverapps.io/,London,United Kingdom,Europe,Media/Entertainment,Media/Entertainment,Marketing/AdTech,"Website: http://id5.io. External link for ID5.io ; Industry: Technology, Information and Internet ; Company size: 51-200 employees ; Headquarters: London, England.",2017.0,,,,,Series B,Series B,200.0,200.0,51-250,200 employees,,TransUnion
S2281,Treefera,https://www.treefera.com/,London,United Kingdom,Europe,AI/ML,AI/ML,AI,"Treeferais a powerhouse AI nativestart-up making supply chains smarter – $30million funding secured, science-driven team thriving, and trusted by leaders like Amazon Rainforest Conservation...",2022.0,30000000.0,$30M,,,Series B,Series B,,,,,,Notion Capital
S2282,Sedna UK,https://sedna.com/,London,United Kingdom,Europe,AI/ML,AI/ML,AI,"Moreover, the deal expands Sedna's UK presence with a new office in the Tees Valley, with the company investing in the region's growing AI ...",2017.0,10000000.0,$10m,,,,,,,,,,HSBC Innovation Banking
S2283,BeZero Carbon,https://bezerocarbon.com/,London,United Kingdom,Europe,AI/ML,AI/ML,AI/ML,Be Zerois the carbon credit ratings agency for the voluntary carbon market. Independent ratings are essential for effective investment in climate projects.,2020.0,32000000.0,$32.0M,,,Series C,Series C,,,,,,Translink Capital
S2284,Tiney,https://www.tiney.co/,London,United Kingdom,Europe,EdTech,EdTech,Education,"Attiney, we believe that a high quality early education is the right of every child. We also know (and studies have shown) that improving childcare options for children impacts the whole of society.",2018.0,23800000.0,$23.8M,,,Series A,Series A,,,,,Brett Wigdortz,MS+PARTNERS
S2285,Amplience,https://amplience.com/,London,United Kingdom,Europe,EV/Mobility,EV/Mobility,Delivery/Logistics,"With Workforce, Amplience helps innovative enterprises plan and strategize for the agentic future of content creation, management, and delivery. Create more.",2008.0,50400000.0,$50.4m,15100000.0,$15.1M,Series D,Series D,,,,,,AshGrove Capital
S2286,Zoe,https://zoe.com/?srsltid=AfmBOoqxKGJ5rJH9t63R5LL0MI5GgV617b0m5XBUkfQVix-q6e8cyGEH,London,United Kingdom,Europe,AI/ML,AI/ML,AI,"The Zoe Health Study, formerly the COVID Symptom Study, is a health research project of British company Zoe Limited (formerly Zoe Global limited)",2017.0,2500000.0,$2.5m,,,Series B,Series B,,,,,Professor Tim Spector,Flight Fund - Steven Bartlett
S2287,Thanks Ben,https://www.thanksben.com/,London,United Kingdom,Europe,AI/ML,AI/ML,AI,"Benis the trading name of Thanks Ben Ltd, acompanyregistered in England and Wales (No. 12335851) with registered office at 9th Floor 107 Cheapside,London,United Kingdom, EC2V 6DN.",2019.0,27500000.0,$27.5M,,,Series B,Series B,,,,David,,QuantumLight
S2288,Tembo Money,https://www.tembomoney.com/,London,United Kingdom,Europe,Fintech,Fintech,Payments/Fintech,"Tembo Money is a series C company based in London (United Kingdom), founded in 2017 by Richard Dana, Geoff Wright and Eddie Ross.",2020.0,,,17900000.0,$17.9M,Series C,Series C,,,,,,Ascension Ventures
S2289,Luminance AI,https://www.luminance.com/,London,United Kingdom,Europe,AI/ML,AI/ML,AI,"Discover how Luminance's AI helps 1,000+ customers achieve: 90% time-savings on contract review. 98% reduction in contract management costs. 500+ hours saved ...",2015.0,3000000.0,$3m,,,Bridge Round,Bridge,,,,Thomas and Amelia,,Invoke Capital
S2290,Datamaran,https://www.datamaran.com/,London,United Kingdom,Europe,SaaS/Software,SaaS/Software,Software,"Trusted by blue-chip companies, Datamaran is the only software analytics platform in the world that identifies and monitors external risks, including ESG.",2014.0,33000000.0,$33m,,,Series B,Series B,,,,Saskia,,Morgan Stanley Expansion Capital
S2291,Sava,https://www.sava.health/,London,United Kingdom,Europe,EdTech,EdTech,EdTech,"Sava logo. 117 CHARTERHOUSE STREET,. LONDON, EC1M 6AA, U.K. SAVA's biosensor is currently being investigated as an experimental device. The performance ...",2016.0,19000000.0,$19M,,,Series A,Series A,,,,Renato,,True.
S2292,Addionics,https://addionics.com/,London,United Kingdom,Europe,CleanTech/Energy,CleanTech/Energy,Battery/Energy Storage,"Addionics redesigns the architecture of rechargeable batteries to significantly improve performance. With a novel and patent pending 3D metal fabrication method, we enhance performance, mileage, safety, cost and charging time of batteries. All battery chemistries can benefit from the technology, our...",2017.0,2500000.0,$2.5m,,,Series B,Series B,,,,"Moshiel, Vladimir and Farid",Moshiel Biton,Horizon 2020
S2293,Open Cosmos,https://www.open-cosmos.com/,London,United Kingdom,Europe,Robotics/Hardware,Robotics/Hardware,IoT,"Open Cosmos enables rapid payload development and deployment into orbit allowing businesses, research institutions and organizations from across industries to use space technology as a tool, overcoming three major barriers: technology, paperwork and cost.
Space technology requires expert knowledge a...",2014.0,7000000.0,$7m,,,Series B,Series B,,,,"Rafel, Mark and Aleix",,BGF
S2294,Cambridge Aerospace,https://www.cambridgeone.org/,London,United Kingdom,Europe,Robotics/Hardware,Robotics/Hardware,Drones/UAV,"Smarty pants: So, what is Cambridge Aerospace? According to UKfilings, thecompanywas founded in 2024 by Barrett, along with Anduril’s former director of Europe, the Middle East, and Africa, Chris Sylvan, and formerUKdefense secretary Grant Shapps.",2024.0,36000000.0,$36M,,,Grant,Grant,,,,,,Never Lift
S2295,Jack & Jill,https://jackandjill.ai/,London,United Kingdom,Europe,AI/ML,AI/ML,AI,"Jack&Jill · Candidates For Candidates Companies For Companies Pricing Careers · Talk to Jack · Log in Talk to Jack. Join 130,000 professionals Seen in ...",2025.0,20000000.0,$20M,,,Seed,Seed,,,,Zac,,Insight Partners
S2296,Juice,https://getmejuice.com,London,United Kingdom,Europe,Fintech,Fintech,Fintech,"Juice is not just a funding solution, we are a network of founders and experts on a mission to transform you short-term challenges to long-term success.",2021.0,31500000.0,$31.5m,,,Series C,Series C,,,,,,Praetura Ventures
S2297,Professional Triathletes Organisation,https://protriathletes.org/,London,United Kingdom,Europe,Media/Entertainment,Media/Entertainment,Marketing/AdTech,The Professional Triathletes Organisation (PTO) is a commercial London-based organisation that represents non-drafting professional triathletes.,,10000000.0,$10m,,,Series C,Series C,50.0,50.0,11-50,50 employees,,Cordillera Investment Partners
S2298,Irys.xyz,https://irys.xyz/,London,United Kingdom,Europe,Fintech,Fintech,Blockchain,"As the first blockchain to build a low-cost pathway from a storage layer to a native execution layer, Irys is a datachain that enables data to be stored, shared, and monetized across applications at a fraction of the cost of Web2 and Web3 alternatives. It offers infinite data capacity, instant retri...",2021.0,10000000.0,$10M,,,Series A,Series A,,,,,,Echo Group
S2299,Latent Labs,https://www.latentlabs.com/,London,United Kingdom,Europe,Healthcare/Biotech,Healthcare/Biotech,Biotech,The founding team at Latent Labsis pioneering programmable biology having co-developed Deep Mind’s Nobel-prize winning Alpha Fold models. Join us on our moonshot mission.,2023.0,50000000.0,$50M,,,Series A,Series A,,,,Simon,,Pillar VC
S2300,Liberis,https://www.liberis.com/,London,United Kingdom,Europe,Fintech,Fintech,Fintech,"Liberis delivers contextual funding at every stage of the business lifecycle, co-created with partners and embedded in their ecosystems.",2007.0,116000000.0,$116m,31400000.0,$31.4M,Debt Financing,Debt,,,,,,Barclays.
S2301,Komainu,https://komainu.com/,London,United Kingdom,Europe,Fintech,Fintech,Blockchain,"Komainupartners with best-in-class financial services and technology companies to deliver digital asset services that meet the highest standards of governance, integrity, and security.",2018.0,100000000.0,$100M,,,Series B,Series B,,,,,Nomura Holdings,CoinShares Ventures
S2302,Vega-alts,https://www.vega-alts.com/,London,United Kingdom,Europe,Fintech,Fintech,Fintech,Contact Information. Website. www.vega-alts.com. Ownership Status. Privately Held (backing). Financing Status. Venture Capital-Backed. Corporate Office. 22-25 ...,2022.0,28000000.0,$28M,,,Series A,Series A,,,,Alexis,,Motive Ventures
S2303,Inforcer,https://www.inforcer.com/,London,United Kingdom,Europe,AI/ML,AI/ML,AI,"inforcer helps MSPs standardize Microsoft 365 security across all client tenants, from policy deployment to compliance monitoring. Book a demo today.",2022.0,18400000.0,$18.4m,,,Series B,Series B,,,,,,Meritech Capital
S2304,Plain,https://www.plain.com/,London,United Kingdom,Europe,SaaS/Software,SaaS/Software,SaaS,"Plain is built specifically for technical support. Consolidate all your support channels into one lightning fast interface, and collaborate better with your team than ever before.",2022.0,21000000.0,$21M,,,Series A,Series A,,,,Kate,,Tenity
S2305,Seat Unique,https://www.seatunique.com/,London,United Kingdom,Europe,E-Commerce/Retail,E-Commerce/Retail,Marketplace,"Seat Uniqueis a series Acompanybased in London(United Kingdom), founded in 2018 by Robin Sherry and Phillipa Hicks. It operates as a Provider of VIP tickets and hospitality packages for live events.Seat Uniquehas raised $28M in funding from Nickleby Capital and The Players Fund.",2018.0,28000000.0,$28M,,,Series A,Series A,,,,,,The Artists Collective
S2306,Nory AI,https://www.nory.ai/,London,United Kingdom,Europe,SaaS/Software,SaaS/Software,Software,"Leaving you free to focus on what really matters – good food, good times and good business. ... Laptop displaying Nory's AI-powered restaurant analytics dashboard ...",2021.0,1400000.0,$1.4M,,,Series A,Series A,50.0,50.0,11-50,50 employees,,Triple Point
S2307,Sidekick Money,https://www.sidekickmoney.com/,London,United Kingdom,Europe,Fintech,Fintech,Fintech,"Sidekick Money Ltd is acompanyregistered in England and Wales (No. 13882980).Sidekick Money Ltd is authorised and regulated by the Financial Conduct Authority (FRN 984829). Our address is 6-7 St Cross Street,London, EC1N 8UB. The Sidekick Wallet is provided by Griffin Bank Ltd (""Griffin"").",2022.0,,,,,Series A,Series A,,,,Robin,,BlackWood Ventures
S2308,Quintain Limited,https://www.quintain.co.uk/?v=3,London,United Kingdom,Europe,Real Estate/PropTech,Real Estate/PropTech,Real Estate,"Wembley Park now has over 5,000 homes and 3,650 are managed by Quintain Living for build to rent. Quintain Limited. Company type, Private. Industry, Property.",1992.0,1100000000.0,$1.1b,52200000.0,$52.2M,,,,,,,,Lone Star Funds
S2309,World Labs,https://www.worldlabs.ai/,London,United Kingdom,Europe,AI/ML,AI/ML,AI,"About UsWorld Labsis a leading spatial intelligence company, building frontierworldmodels that can perceive, generate, reason, and interact with the 3Dworld.",2018.0,230000000.0,$230M,,,IPO,Ipo,,,,,,NEA -  New Enterprise Associates
S2310,Converge Ltd,https://www.converge.com/,London,United Kingdom,Europe,E-Commerce/Retail,E-Commerce/Retail,Fashion,Legal entities associated with Converge. Converge is associated with 1 legal entity given below: CONVERGE LTD. CIN: 13911031. Location: United Kingdom. Current ...,2022.0,500000.0,$500k,,,,,,,,,,Y Combinator Summer 2020
S2311,Navro,https://navro.com/,London,United Kingdom,Europe,Fintech,Fintech,Payments/Fintech,"Navro is a payments curation platform providing large global businesses with a single connection to move money, curating the optimal rails, routes, ...",2022.0,41000000.0,$41M,,,Series B,Series B,,,,,,Unusual Ventures
S2312,LiveScore Group,https://livescoregroup.com/,London,United Kingdom,Europe,SaaS/Software,SaaS/Software,Software,"It’s the heart of Live Score Grouplife and our headquarters. Having gone through substantial refurbishment, our new hub certainly delivers the wow factor. It has stunning views over Golden Square as well as a large roof terrace on the 6th floor with excellent views over central London.",1998.0,500000000.0,$500m,130199999.99999999,$130.2M,Seed,Angel,,,,,,Ringier
S2313,Push Security,https://pushsecurity.com/,London,United Kingdom,Europe,Cybersecurity,Cybersecurity,Cybersecurity,"combines research-led offensive and defensive cybersecurityheritage with a proven commercial track record. Ex-MWR Info Security, Duo Security, and Crowd Strike. And the rest of the team ...Pushis nothing without its awesome people.",2021.0,15000000.0,$15M,,,Series A,Series A,,,,Adam,,Google Ventures (GV)
S2314,Cognitive Credit,https://cognitivecredit.com/,London,United Kingdom,Europe,AI/ML,AI/ML,AI,"Cognitive Credit AI uses the latest Gen AI to deliver precise, auditable answers to your most complex credit questions in seconds, ensuring you're always on top ...",2017.0,18100000.0,$18.1M,,,Series B,Series B,,,,,,NXTP Ventures
S2315,11x.ai,https://www.11x.ai/,London,United Kingdom,Europe,AI/ML,AI/ML,AI,"Explore11x'sin-depth company profile, including funding details, key investors, leadership, and competitors.May 1, 2024 ·11x, a London-basedAIstartupthat creates automated digital workers, has raised funding from US investing giant Benchmark Capital.11xwas founded in 2022 by Syrian-bo...",2023.0,2000000.0,$2M,,,Series A,Series A,,,,Prabhav,,EXT Capital
S2316,Descycle,https://www.descycle.com/,London,United Kingdom,Europe,CleanTech/Energy,CleanTech/Energy,"Metal Recycling, Circular Economy, Cleantech, Advanced Materials","Descycle aims to change the way the world recovers and recycles metal, replacing energy-intensive, pollutive processes with sustainable, affordable, and scalable processes based on novel chemistry.

Descycle is a deep-tech company that creates innovative metal processing methods using eco-friendly D...",2018.0,2300000.0,$2.3m,,,Series A,Series A,,,,"Fred, Rob and Leo",,Green Angel Syndicate
S2317,Epoch BioDesign,https://www.epochbiodesign.com/,London,United Kingdom,Europe,Fintech,Fintech,Banking/Fintech,"Epoch Biodesignproduces virgin-quality recycled polymer with ultra-low emissions,startingwith nylon 6,6. This is Forever Recycling.",,1000000.0,$1m,,,Venture Round,Venture Round,51.0,51.0,51-250,51 employees,Jason Nathan,UK Government
S2318,e-therapeutics,https://www.etherapeutics.co.uk/,London,United Kingdom,Europe,Healthcare/Biotech,Healthcare/Biotech,Pharma/Biotech,"London,UK, 31 October 2024 –e-therapeuticsplc, a company integrating computational power and biological data to discover life-transforming RNAi medicines, today announced business updates, including its unaudited interim results for the six months to 31st July 2024.",2001.0,19500000.0,$19.5m,,,,,,,,,,M&G Investments
S2319,"Reserv, Inc.",https://www.reserv.com/,London,United Kingdom,Europe,Insurance,Insurance,Insurance,"4 Jun 2025—Reserv, Inc., a tech-enabled third-party administrator (TPA) experiencing hypergrowth, today announced the completion of its $25 million Series B funding round.",,25000000.0,$25M,,,Series B,Series B,,,,CJ,,QBE Ventures
